Two Centenary Goals,无
"spending on official overseas visits, official vehicles, and official hospitality",无
the Belt and Road space information corridor,无
commercial licenses for 5G,无
patriotic united front,无
the eight-point decision on improving Party and government conduct,无
removing protective umbrellas,无
shake off poverty, 摆脱贫困
the Arctic shipping routes,无
remain true to our original aspiration,无
Ministers' passage,无
toilet revolution,无
competitive election,无
Long March,"n. 【史,事】长征
"
urban heat island effect,"《英汉医学词典》urban heat island effect
城市热岛效应"
pass on the traditions of revolution,无
trail-blazing move,无
pro-innovation government,无
It takes a good blacksmith to make good steel.,无
campaign to prevent and control air pollution,无
Party rule,无
Party regulation,无
amendment to the Party Constitution,无
surface-to-surface conventional missile,无
sub-national cooperation,无
independent charge,无
multilateralism,n. 多边主义
Anti-Secession Law,无
fight corruption and build a clean government,无
anti-graft inspections,无
risk map,风险图
poverty alleviation, 扶贫；减贫；减轻贫困
poverty relief,无
subcenter,n. <美>次要中心，（商业等的）次中心区; 子中心
reform promoters,无
reform and opening-up, 改革开放；改革和开放
Hong Kong people administering Hong Kong,无
personal asset declaration,无
work style,"un. 工作作风
"
public diplomacy,群众外交，民间外交
public hospital reform,无
collaboration,n. 合作；勾结；通敌
participation and common interests,无
"extensive consultation, joint contribution and shared benefits",无
supply-side structural reform,无
critical minority,无
domestically aircraft carrier,无
home-built aircraft carrier,无
defense and military reforms,无
national security,"n. 〔政〕国家安全
"
national park system,无
national supervision system,无
State Preeminent Science and Technology Award,无
naval parade,无
Strait Exchange Foundation,无
a maritime community with a shared future,无
unprincipled nice-guyism,无
peaceful development,无
Five Principles of Peaceful Coexistence,"un. 和平共处五项原则
"
river chief system,无
internet Plus government services,无
environmental police force,无
Rocket Force,无
spirit of partnership,无
sense of gain,无
point-based household registration,无
democracy at the grassroots level,无
grassroots democracy, 草根民主；绿色基层民主；草根性民主之称
grassroots election,无
integrated development of the Beijing-Tianjin-Hebei region,无
economic hegemony,无
elite and powerful force,无
streamline government organs,无
government streamlining,无
the 1992 Consensus,无
military-civilian integration,无
Scientific Outlook on Development, 科学发展观；科学发展观的要求；社会科学发展观
tempering justice with mercy,无
Cold War mentality,无
theoretical exploration,无
historical and cultural heritage,无
code of ethics, 道德规范；道德准则；廉政准则
"have no worry about food and clothing and have access to compulsory education, basic medical services, and safe housing",无
"all Party members to gain a good command of the Party Constitution, Party regulations, and related major policy addresses and to meet Party standards",无
zero-sum game, 零和游戏，零和竞赛，零和对策; 零和比赛; 零和博奕
consular protection,无
territorial coordinates,无
green development, 绿色开发；绿色发展；绿色发展论
green mountains and lucid waters are indeed mountains of gold and silver,无
trade bullying,无
trade war,"un. 贸易战
"
Beautiful China,无
remove somebody from the position,无
wellbeing of the people,无
regional autonomy of ethnic minorities,无
national identity,"na. 民族面貌
"
test each step before taking it,无
advance cautiously,无
grope across the river by feeling the way,无
Ping Pong Diplomacy, 乒乓外交；乒乓外交史；乒乓球外交
pioneering basic research,无
seek common ground on major questions while reserving differences on minor ones,无
delegate power,无
national census, 人口普查；全国人口普查；国家人口普查
National People's Congress,"n. 【中】全国人民代表大会
"
the joint combat system of the armed forces,无
finish building a moderately prosperous society in all respects,无
globalization 4.0,无
global governance system,无
mass line, 群众路线；群众路线观
island patrol,无
talent-strong country,无
population development strategy,无
a community of shared future for mankind,无
the people's aspirations to live a better life,无
three critical battles,无
three tough battles,无
three evil forces,无
"issues concerning agriculture, countryside and farmers",无
"three direct cross-Straits links, namely mail, transportation, and trade",无
the 3+3 Initiative,无
Shanghai Spirit,无
social security fund, [医]社会保险基金
social security system,"un. 社会安全制度
"
the principal contradiction facing Chinese society,无
core socialist values,无
socialist democracy, 社会主义民主政治；解析社会主义民主
a great modern socialist country,无
auditing-based oversight,无
community of shared life,无
eco-safety barrier,无
ecological red line,无
environmental quality,"un. 环境质量
"
ecological migration,无
real combat training,无
innovative and entrepreneurial talent,无
be expelled from the CPC and removed from public office,无
judicial independence, 司法独立；审判独立；司法独立性
Four-pronged comprehensive strategy,无
"consciousness of the need to maintain political integrity, think in big-picture terms, follow the leadership core, and keep in alignment",无
"confidence in the path, theory, system, and culture of socialism with Chinese characteristics",无
"formalities performed for formalities' sake, bureaucratism, hedonism, and extravagance",无
the Four Cardinal Principles,无
carbon intensity, 碳浓度；碳强度；碳密集度
a leading sporting nation,无
land reclamation,"na. 开垦荒地
"
statistical inspections,无
the united front,无
the 10-Chapter Soil Pollution Action Plan,无
anti-online terror drill,无
community of shared future in cyberspace,无
cyberspace governance,无
cyber sovereignty,无
zero-waste city,无
Five concepts of development,无
"Western Development, large-scale development of the western region",无
Xi Jinping Thought on Socialism with Chinese Characteristics for a New Era,无
rare earths,"na. 稀土族
"
modern maritime combat system,无
modern hospital management system,无
rural governance,无
Five-pronged overall plan,无
consultative democracy,无
new era,"n. 新纪元
"
new type of international relations,无
a new type of party system,无
a central adjustment system for basic pension funds,无
Belt and Road,无
"one country, two systems", 一国两制；一个国家两种制度；两种制度
"law-based governance, rule of law",无
people-centered philosophy of development,无
Friendship Medal,无
"fight every corrupt phenomenon, punish every corrupt official",无
"with lofty ideals, moral integrity, intellectual abilities and a strong sense of discipline",无
building friendship and partnership with neighboring countries,无
budget performance management,无
head-of-state diplomacy,无
military review,"un. (美国)《军事评论》月刊；阅兵式
"
strategic focus, 战略重点；战略聚焦；策略焦点
to align strategies and actions,无
positive energy, 正能量；正面能量；正向能量
simple regulations are easy to follow,无
political discipline and rules,无
political ecology,政治生态学
position-related consumption,无
cage of regulations,无
China-Africa community with a shared future,无
the 19th Communist Party of China National Congress,无
Chinese Dream,无
Chinese Farmers' Harvest Festival,无
major-country diplomacy with Chinese characteristics,无
the Chinese path of building strong armed forces,无
socialism with Chinese characteristics, 中国特色社会主义；有中国特色的社会主义；中国特色社会主义事业
Chinese wisdom,无
national rejuvenation, 民族复兴；振兴中华
important period of strategic opportunity,无
encourage both housing purchase and renting,无
Olympic merchandise,无
franchised goods for the Olympics,无
white economy,无
inclusive growth for all,无
inclusive growth, 包容性增长；包容性成长；包容式增长
inflation-proof bank savings,无
reward-compensation mechanism,无
fiscal responsibility system,无
Purchasing Managers' Index, 采购经理人指数；采购经理指数；中国物流与采购联合会
relocation compensation,无
industrial policy,"un. 工业政策；产业政策
"
super grain, 超级全营养食品
super online banking system,无
super-preferential tax policy,无
tidal power station,潮汐水力发电站
long-distance and roaming charges,无
oil product pricing system,无
fuel pricing scheme,无
fuel pricing mechanism,无
intercity high-speed rail,无
urban competitiveness,无
outbound trip,无
start-up company, 新兴企业；公司；起步公司
Growth Enterprise Board,无
start-up friendly city,无
egalitarian practice,无
single-product economy, 单一经济
low-altitude airspace,无
low-carbon economy, 低碳经济；低碳经济体；经济社会
the service sector,无
the tertiary industry,第三产业
dim sum bond,无
e-commerce poverty alleviation,无
e-waste, 电子废弃物；电子垃圾；电子废物
e-business,"n. 电子商务
电子商务公司"
e-commerce,n. 电子商务
unicorn,n. 独角兽；麒麟
revitalize the domestic economy and open up to the outside world,无
second-child economy,无
anti-tax avoidance clause,无
sharing economy, 分享经济；分享型经济；共享经济
service outsourcing, 服务外包；服务委外；劳务外包
high-net-worth families,无
high-net-worth individual, 高资产净值个人；高端的私人客户；由于全球高净值富人
high-quality development,无
personal income tax,"un. 〔经〕个人所得税
"
income tax bracket,un. 所得税等级
arable land loss,无
fair trade,"na. 互惠贸易
"
Common Reporting Standard,无
international first-class bay area,无
SOE reform,无
partnership system,无
Internet Plus Inspection initiative,无
online finance,无
Shanghai-Hong Kong Stock Connect,无
golden economic belt,无
grey rhino,无
exchange rate,"na. 汇率
"
collective economy,"un. 集体经济
"
collectively owned land,无
city with independent budgetary status,无
planned economy,"n. 计划经济
"
household contract responsibility system,无
home services industry,无
tax and fee cuts,无
develop a modernized economy,无
tiered pricing for electricity,无
financial services park,无
fintech, 金融科技；表面处理技术展；金融资讯科技服务
financial market exit mechanism,无
China International Import Expo,无
economic and technological development zone, [法]经济技术开发区
special economic zone,"un. 经济特区
"
targeted poverty reduction,无
targeted poverty alleviation,无
employment-first policy,无
sci-tech innovation board,无
leapfrog development,无
expand domestic demand,无
contractor,n. 承包人；立契约者
wealth investment product,无
tax-for-profit reform,无
feel-good factor, 利好因素；良好感觉因素；自我感觉良好
food coupon,"na. “food card”的变体；“food stamp”的变体
"
illegal charge,无
blind reconstruction,无
cat economy,无
coal conversion industry,无
dollar trap,无
private lending, 民间借贷；私人贷款；私人借贷
equal treatment for domestic and foreign capital,无
energy intensity,"un. 能源密集度；能量强度
"
energy crunch,无
rural migrant worker,无
rebuild shanty areas,无
quality revolution,无
compulsory delisting,(证券交易)强制性除牌
joining the WTO,无
"repair, replacement and refund",无
the three-step development strategy,无
Three Gorges Hydro-Power Project,无
socialist market economy, 社会主义市场经济；社会主义市场经济体制；社会主义市场经济体系
Shenzhen-Hong Kong Stock Connect,无
nighttime services,无
ecological wealth,无
world-class city cluster,无
reform of income distribution system,无
digital Silk Road,无
Double 11,无
Singles' Day, 光棍节；光棍节由来的介绍；光棍节由来的英语介绍
Silk Road Fund,无
aerospace economy,无
carbon emission trading,无
Special Drawing Rights,"un. 〔经〕特别提款权
"
iron rice bowl,"na. 〈外〉铁饭碗
"
investment environment,"un. 投资环境
"
Foreign Investment Law, [法]外资法
internet celebrity economy,无
cultural and creative industry,文化创意产业
uninhabited island,"un. 荒岛
"
unconditional returns,无
Internet of Things, 物联网；智慧联网；从事物联网
transmit electricity from the western areas to the eastern areas,无
West-East Electricity Transmission,无
venture into business,无
modern metropolitan area,无
modernized economy,无
rural revitalization strategy,无
small and micro businesses,无
new normal, 新常态；新的常态；新标准
New Retail,无
new energy vehicle charger,无
new-energy vehicles,无
new urbanization,无
new type of urbanization,无
new first-tier cities,无
Spark Program,无
Xiongan New Area,无
virtual telecom network services,无
Asian Infrastructure Investment Bank,无
foreign garbage,无
waste imports,无
to invest money from pension funds into the country's capital markets,无
mobile payments,移动支付（mobile payment的复数）
house-for-pension scheme,无
dual contract,无
double contract,无
replace business tax with value-added tax,无
business environment,"un. 商业环境
"
labor shortage,"un. 劳动力缺乏
"
Guangdong-Hong Kong-Macao Greater Bay Area,无
Bond Connect,无
emerging sectors of strategic importance,无
strategic pillar industry,无
separate permits from the business license,无
separate the administrative functions from enterprise management,无
separate the administrative functions from business management,无
intellectual property protection, 知识产权保护；知识产权保护问题；保护知识产权
China model,无
Chinese Brands Day,无
free trade port with Chinese characteristics,无
China-US trade negotiations,无
special expense deductions,无
pre-establishment national treatment,无
Pilot Free Trade Zones,无
self-dependent innovation,无
make one's own management decisions and take full responsibility for one's own profits and losses,无
north-south and east-west intersecting economic belts,无
the problem of oversized classes,无
multipurpose use and recovery of three types of wastes,无
Project 211,无
996 work schedule,无
BMW,abbr. 德国宝马汽车公司（Bavarian Motor Works）
distribution according to one's work,无
indemnificatory apartment,无
nouveau riche,"n. 暴发户
"
homegrown vaccine,无
megacity behemoth,无
reversible lane,可变向车道
tidal flow, 潮流，潮汐流
real estate speculator,无
license-plate lottery,无
evacuation of one's nationals,无
coordinated development of compulsory education in urban and rural areas,无
craze for going abroad,无
second generation entrepreneur,无
fat cat,"n. 大亨；阔老
"
tycoon,n. 企业界大亨，巨头；巨富
mass tourism,"un. 大众旅游
"
phubber,指在社交场合注意力不集中喜欢看手机的人
surveyed unemployment rate,无
electric self-balancing scooter,无
enroll students from a computer-generated waiting list,无
TV dating,无
Winter Olympic Games, 冬季奥运会；冬奥会；冬季奥林匹克运动会
egg freezing,卵冷冻(把人卵子取出冷冻保存，供以后植入被赠者的子宫的技术)
early childhood education, 幼儿教育；早期儿童教育；早期幼儿教育
The 24 Solar Terms,无
enhance our students' well-rounded development,无
reshoot,重新拍摄
remake,"vt. 再制
n. 重做；重制物"
reproduce,"vt. 复制；再生；生殖；使…在脑海中重现
vi. 复制；繁殖"
mortgage slave,"n. 影响正常消费的购房者
"
intangible cultural heritage, 非物质文化遗产；无形文化遗产；无形文化资产
hierarchical medical system,无
welfare lottery, 福利彩票；天朝福利彩票；福彩
welfare-oriented distribution of public housing,无
charge users for music downloads,无
pay for music downloads,无
rich second generation,无
home to the world's most billionaires,无
national college entrance examination,无
gaokao, 高考·人生·选择；状元秘笈；录取查询
gaokao migrant,无
high-speed train, 高速列车；高铁；高速火车
high-temperature subsidies,无
individual credit rating system,无
craftsmanship spirit,无
public rental housing,无
mutual property,无
common wealth, 共同财富；天下杂志；共同富裕
bike-sharing, 脚踏车分享；脚踏车共享计画；公共自行车
square dancing,广场舞；方块舞（四对男女跳的方形舞） (square dance的变形)
students who return to China after studying overseas,无
returned overseas students,无
transit passenger,"un. 过境旅客
"
bus pooling,无
nuclear family,"n. 核心家庭
"
red envelope as a gift,无
wedding-style registration,无
prenuptial agreement,"n. 婚前协议
"
wedding photo, 婚纱摄影；婚纱照；婚纱作品
automobile emission standards,无
grassroots community,无
container apartment,无
give farmers tips on farming techniques,无
regulations on driving licenses,无
emission reduction, 减排
build a learning society,无
fast walking, 快速行走；快走
progressively raise retirement age,无
zombie,n. （某些非洲和加勒比地区的宗教及恐怖故事中）靠巫术起死回生的僵尸; 无生气的人，麻木迟钝的人
after-holiday syndrome,无
nine-year compulsory education, 普九教育标准
home-based care service,无
scientific literacy,科学素养
empty-nest family,无
speed dating,"n. 快速约会；速配
"
scale expansion,刻度扩展
enrollment expansion,扩招
garbage sorting,无
labor contract system,无
elderly migrants,无
cooling-off period,"n. （争执双方试图达成协议的）冷却期
"
overseas study,海外留学
naked marriage, 裸婚（指不买房、不买车、不办婚礼甚至没有婚戒而直接领证结婚的一种简朴的结婚方式。）
golden week for tourism,无
delayed employment,无
coal mine flood,无
colliery flood,无
coal boss,无
South-North Water Diversion Project,无
millennials,"adj. 一千年的；一千年至福的
"
universal two-child policy,无
Fitness-for-All programs,无
mass texting,无
talent development scheme,无
all-round good students,无
crack down on pornography and illegal publications,无
crackdown on pornography and illegal publications,无
flash marriage and flash divorce,无
surf the internet, 上网；网上冲浪；上网冲浪
social security system,"un. 社会安全制度
"
body mass index,"n. 体重指数；身体质量指数
"
eco-friendly burial,无
real-name ticket purchase,无
real-name reporting,无
real-name whistleblowing,无
Memory of the World Register,无
two-day weekend,无
"""Double First-Class"" initiative",无
private car,"un. 私人汽车；服务车
"
fugitive trapper,无
natural enemy of fugitives,无
The Nemesis of Fugitives,无
flexible educational system,无
job-hopping,n. 跳槽
railway operation plan,无
playing games, 做游戏；玩游戏；玩来玩去
ten-thousand-yuan household,无
online sensation,无
web celebrity,无
internet meme,网络迷因（又称“网络爆红，指某个理念或信息迅速在互联网用户间传播的现象）
internet hit,无
internet celebrity,无
virtual floating bottle,无
web literature,无
net bargainer,无
online game moral committee,无
live streaming, 串流；视频直播；串流直播
online car-hailing,无
Project Hope, 希望工程；世界健康基金会；美国世界健康基金会
intrusion of saltwater,无
intrusion of tidal saltwater,咸潮入侵
modern vocational education,无
blind date,"n. 相亲；相亲的对象
"
after-school training institutions,无
keep numbers while switching carriers,无
talent show,n. 业余歌手演唱会; 选秀节目，选秀比赛
preschool education, 学前教育；幼教；幼儿教育
school district house,无
academic misconduct,无
medicine markup,无
diploma mill,"na. 〈美俚〉滥发文凭的大学
"
one-off consumption,无
hospitals funding their operations with profits from overpriced drugs,无
the invisible poor,无
Hugo Award,无
online dating, 网上约会；网上交友；在线约会网站
matchmaking party,无
justifiable defense, 正当防卫；正当合理的防卫吧
evidence review,无
educated youth,知识青年
live streaming quiz,无
job burnout, 职业倦怠；工作倦怠；职业枯竭
product placement,"n. 植入式广告
"
middle-income group,中间收入阶层
We-Media,无
independent recruitment,无
The Five-hundred-meter Aperture Spherical Telescope,无
passive house,被动式房屋（通过建筑设计减少照明、采暖及空调的能耗的建筑）
mapping satellite, 测图卫星
supercomputer,n. [计] 巨型计算机，超级计算机
taxi-hailing apps,无
cab-hailing apps,无
big data, 大数据；海量资料；海量数据
earthquake early warning,无
electronic evidence,电子证据
e-government,n. 网络政务厅，电子政务厅
carbon dioxide observatory satellite,无
stem cell treatment,无
homemade passenger jet,无
national gene pool,无
genetic engineering,"n. 基因工程；遗传工程（学）
"
technological innovation,"un. 工艺革新
"
methanol-fueled car,甲烷燃料车
dock with, 对接；交会对接
rendezvous and docking, 交会和对接；交会对接；神九与天宫对接
space docking, 空间对接
pulsar navigation satellite,无
artificial intelligence,"n. 人工智能
"
face scan payment,无
commercial remote-sensing satellite,无
lunar exploration program,无
cyber spy, 黑客；间谍
online virtual assets,无
unmanned supermarket,无
autonomous vehicle,无
self-driving vehicle,无
mini app, 小应用程序
gravitational wave,"na. 【物】引力波
"
the far side of the moon,无
manned spacecraft,"un. 载人空间飞行器；载人航天器；人操纵的宇宙飞船；载人宇宙飞船
"
intelligent manufacturing,无
relay satellite,"n. 转播卫星
"
heavy-lift carrier rocket,无
